DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
Zelmo Beaty,"Beaty, Zelmo",1962,Y,0,76133,HISTADD_bigz_beaty,0,,,,0,,1974
Rodrigue Beaubois,"Beaubois, Rodrigue",2009,Y,0,201958,rodrigue_beaubois,0,,,,0,,2012
Byron Beck,"Beck, Byron",1976,Y,0,76134,HISTADD_byron_beck,0,,,,0,,1976
Corey Beck,"Beck, Corey",1995,Y,0,1133,corey_beck,0,,,,0,,1998
Ernie Beck,"Beck, Ernie",1953,Y,0,76136,HISTADD_ernie_beck,0,,,,0,,1960
Moe Becker,"Becker, Moe",1946,Y,0,76137,HISTADD_moe_becker,0,,,,0,,1946
William Bedford,"Bedford, William",1986,Y,0,76138,HISTADD_william_bedford,0,,,,0,,1992
Hank Beenders,"Beenders, Hank",1946,Y,0,76139,HISTADD_hank_beenders,0,,,,0,,1948
Ron Behagen,"Behagen, Ron",1973,Y,0,76140,HISTADD_ron_behagen,0,,,,0,,1979
Elmer Behnke,"Behnke, Elmer",1951,Y,0,76141,HISTADD_elmer_behnke,0,,,,0,,1951
Marco Belinelli,"Belinelli, Marco",2007,Y,0,201158,marco_belinelli,1,SAC,Sacramento,kings,1610612758,Kings,2018
Charlie Bell,"Bell, Charlie",2001,Y,0,2294,charlie_bell,0,,,,0,,2010
Dennis Bell,"Bell, Dennis",1973,Y,0,76142,HISTADD_dennis_bell,0,,,,0,,1975
Jordan Bell,"Bell, Jordan",2017,Y,1,1628395,jordan_bell,0,,,,0,,2018
Raja Bell,"Bell, Raja",2000,Y,0,1952,raja_bell,0,,,,0,,2011
Troy Bell,"Bell, Troy",2003,Y,1,2559,troy_bell,0,,,,0,,2003
William Bell,"Bell, William",1959,Y,0,76143,HISTADD_whitey_bell,0,,,,0,,1960
Walt Bellamy,"Bellamy, Walt",1961,Y,0,76144,HISTADD_walt_bellamy,0,,,,0,,1974
DeAndre' Bembry,"Bembry, DeAndre'",2016,Y,1,1627761,deandre'_bembry,0,,,,0,,2018
Irv Bemoras,"Bemoras, Irv",1953,Y,0,76145,HISTADD_irv_bemoras,0,,,,0,,1956
Leon Benbow,"Benbow, Leon",1974,Y,0,76146,HISTADD_leon_benbow,0,,,,0,,1975
Dragan Bender,"Bender, Dragan",2016,Y,0,1627733,dragan_bender,0,,,,0,,2018
Jonathan Bender,"Bender, Jonathan",1999,Y,0,1886,jonathan_bender,0,,,,0,,2009
Jerrelle Benimon,"Benimon, Jerrelle",2014,Y,1,203968,jerrelle_benimon,0,,,,0,,2014
Benoit Benjamin,"Benjamin, Benoit",1985,Y,0,104,benoit_benjamin,0,,,,0,,1999
Corey Benjamin,"Benjamin, Corey",1998,Y,0,1736,corey_benjamin,0,,,,0,,2002
Anthony Bennett,"Bennett, Anthony",2013,Y,11,203461,anthony_bennett,0,,,,0,,2016
Elmer Bennett,"Bennett, Elmer",1994,Y,0,1120,elmer_bennett,0,,,,0,,1996
Mario Bennett,"Bennett, Mario",1995,Y,0,712,mario_bennett,0,,,,0,,2002
Mel Bennett,"Bennett, Mel",1976,Y,0,76151,HISTADD_mel_bennett,0,,,,0,,1981
Tony Bennett,"Bennett, Tony",1992,Y,0,76148,HISTADD_tony_bennett,0,,,,0,,1994
Winston Bennett,"Bennett, Winston",1989,Y,0,76152,HISTADD_winston_bennett,0,,,,0,,1991
David Benoit,"Benoit, David",1991,Y,0,128,david_benoit,0,,,,0,,2000
Keith Benson,"Benson, Keith",2011,Y,11,202728,keith_benson,0,,,,0,,2011
Kent Benson,"Benson, Kent",1977,Y,0,76154,HISTADD_kent_benson,0,,,,0,,1987
Ben Bentil,"Bentil, Ben",2016,Y,1,1627791,ben_bentil,0,,,,0,,2016
Gene Berce,"Berce, Gene",1949,Y,0,76155,HISTADD_gene_berce,0,,,,0,,1949
Gary Bergen,"Bergen, Gary",1956,Y,0,76156,HISTADD_gary_bergen,0,,,,0,,1956
Ricky Berry,"Berry, Ricky",1988,Y,0,76157,HISTADD_ricky_berry,0,,,,0,,1988
Walter Berry,"Berry, Walter",1986,Y,0,76158,HISTADD_walter_berry,0,,,,0,,1988
Dairis Bertans,"Bertans, Dairis",2018,Y,0,1629541,tmp_dairis_bertans,0,,,,0,,2018
Davis Bertans,"Bertans, Davis",2016,Y,1,202722,davis_bertans,0,,,,0,,2018
Del Beshore,"Beshore, Del",1978,Y,0,76159,HISTADD_del_beshore,0,,,,0,,1979
Travis Best,"Best, Travis",1995,Y,0,696,travis_best,0,,,,0,,2004
Patrick Beverley,"Beverley, Patrick",2012,Y,1,201976,patrick_beverley,1,HOU,Houston,rockets,1610612745,Rockets,2018
Sim Bhullar,"Bhullar, Sim",2014,Y,11,204021,sim_bhullar,0,,,,0,,2014
Al Bianchi,"Bianchi, Al",1956,Y,0,76160,HISTADD_al_bianchi,0,,,,0,,1965
Hank Biasatti,"Biasatti, Hank",1946,Y,0,76161,HISTADD_hank_biasatti,0,,,,0,,1946
Henry Bibby,"Bibby, Henry",1972,Y,0,76162,HISTADD_henry_bibby,0,,,,0,,1980
Mike Bibby,"Bibby, Mike",1998,Y,0,1710,mike_bibby,0,,,,0,,2011
Ed Biedenbach,"Biedenbach, Ed",1968,Y,0,76163,HISTADD_ed_biedenbach,0,,,,0,,1968
Andris Biedrins,"Biedrins, Andris",2004,Y,0,2740,andris_biedrins,0,,,,0,,2013
Don Bielke,"Bielke, Don",1955,Y,0,76164,HISTADD_don_bielke,0,,,,0,,1955
Bob Bigelow,"Bigelow, Bob",1975,Y,0,76165,HISTADD_bob_bigelow,0,,,,0,,1978
Chauncey Billups,"Billups, Chauncey",1997,Y,0,1497,chauncey_billups,0,,,,0,,2013
Dave Bing,"Bing, Dave",1966,Y,0,76166,HISTADD_dave_bing,0,,,,0,,1977
Joe Binion,"Binion, Joe",1986,Y,0,76167,HISTADD_joe_binion,0,,,,0,,1986
Khem Birch,"Birch, Khem",2017,Y,1,203920,khem_birch,0,,,,0,,2018
Jabari Bird,"Bird, Jabari",2017,Y,1,1628444,jabari_bird,0,,,,0,,2017
Jerry Bird,"Bird, Jerry",1958,Y,0,76168,HISTADD_jerry_bird,0,,,,0,,1958
Larry Bird,"Bird, Larry",1979,Y,0,1449,larry_bird,0,,,,0,,1991
Otis Birdsong,"Birdsong, Otis",1977,Y,0,76170,HISTADD_otis_birdsong,0,,,,0,,1988
Gale Bishop,"Bishop, Gale",1948,Y,0,76171,HISTADD_gale_bishop,0,,,,0,,1948
Bismack Biyombo,"Biyombo, Bismack",2011,Y,0,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2018
Nemanja Bjelica,"Bjelica, Nemanja",2015,Y,0,202357,nemanja_bjelica,1,MIN,Minnesota,timberwolves,1610612750,Timberwolves,2018
Uwe Blab,"Blab, Uwe",1985,Y,0,76172,HISTADD_uwe_blab,0,,,,0,,1989
Charlie Black,"Black, Charlie",1948,Y,0,76173,HISTADD_hawk_black,0,,,,0,,1951
Norman Black,"Black, Norman",1980,Y,0,76174,HISTADD_norman_black,0,,,,0,,1980
Tarik Black,"Black, Tarik",2014,Y,11,204028,tarik_black,1,LAL,Los Angeles,lakers,1610612747,Lakers,2017
Tom Black,"Black, Tom",1970,Y,0,76175,HISTADD_tom_black,0,,,,0,,1970
Rolando Blackman,"Blackman, Rolando",1981,Y,0,76176,HISTADD_rolando_blackman,0,,,,0,,1993
Alex Blackwell,"Blackwell, Alex",1992,Y,0,76180,HISTADD_alex_blackwell,0,,,,0,,1992
Cory Blackwell,"Blackwell, Cory",1984,Y,0,76177,HISTADD_cory_blackwell,0,,,,0,,1984
James Blackwell,"Blackwell, James",1994,Y,0,1806,james_blackwell,0,,,,0,,1994
Nate Blackwell,"Blackwell, Nate",1987,Y,0,76179,HISTADD_nate_blackwell,0,,,,0,,1987
DeJuan Blair,"Blair, DeJuan",2009,Y,1,201971,dejuan_blair,0,,,,0,,2015
Steve Blake,"Blake, Steve",2003,Y,0,2581,steve_blake,1,DET,Detroit,pistons,1610612765,Pistons,2015
Marqus Blakely,"Blakely, Marqus",2010,Y,1,202392,marqus_blakely,0,,,,0,,2010
Antonio Blakeney,"Blakeney, Antonio",2017,Y,1,1628469,antonio_blakeney,0,,,,0,,2018
Will Blalock,"Blalock, Will",2006,Y,1,200807,will_blalock,0,,,,0,,2006
George Blaney,"Blaney, George",1961,Y,0,76182,HISTADD_george_blaney,0,,,,0,,1961
Lance Blanks,"Blanks, Lance",1990,Y,0,76183,HISTADD_lance_blanks,0,,,,0,,1992
Ricky Blanton,"Blanton, Ricky",1992,Y,0,76184,HISTADD_ricky_blanton,0,,,,0,,1992
Andray Blatche,"Blatche, Andray",2005,Y,1,101154,andray_blatche,0,,,,0,,2013
Mookie Blaylock,"Blaylock, Mookie",1989,Y,0,302,mookie_blaylock,0,,,,0,,2001
Eric Bledsoe,"Bledsoe, Eric",2010,Y,1,202339,eric_bledsoe,1,PHX,Phoenix,suns,1610612756,Suns,2018
Leon Blevins,"Blevins, Leon",1950,Y,0,76186,HISTADD_leon_blevins,0,,,,0,,1950
John Block,"Block, John",1966,Y,0,76187,HISTADD_john_block,0,,,,0,,1975
Mike Bloom,"Bloom, Mike",1947,Y,0,76188,HISTADD_mike_bloom,0,,,,0,,1948
Jaron Blossomgame,"Blossomgame, Jaron",2018,Y,1,1628417,jaron_blossomgame,0,,,,0,,2018
Corie Blount,"Blount, Corie",1993,Y,0,916,corie_blount,0,,,,0,,2003
Mark Blount,"Blount, Mark",2000,Y,0,1548,mark_blount,0,,,,0,,2008
Vander Blue,"Blue, Vander",2013,Y,11,203505,vander_blue,0,,,,0,,2017
Trevon Bluiett,"Bluiett, Trevon",2018,Y,1,1629129,trevon_bluiett,0,,,,0,,2018
Ray Blume,"Blume, Ray",1981,Y,0,76189,HISTADD_ray_blume,0,,,,0,,1981
Nelson Bobb,"Bobb, Nelson",1949,Y,0,76190,HISTADD_nelson_bobb,0,,,,0,,1952
Tony Bobbitt,"Bobbitt, Tony",2004,Y,1,2800,tony_bobbitt,0,,,,0,,2004
Arlen Bockhorn,"Bockhorn, Arlen",1958,Y,0,76191,HISTADD_bucky_bockhorn,0,,,,0,,1964
Tom Boerwinkle,"Boerwinkle, Tom",1968,Y,0,76192,HISTADD_tom_boerwinkle,0,,,,0,,1977
Keith Bogans,"Bogans, Keith",2003,Y,11,2586,keith_bogans,0,,,,0,,2013
Bogdan Bogdanovic,"Bogdanovic, Bogdan",2017,Y,0,203992,bogdan_bogdanovic,0,,,,0,,2018
Bojan Bogdanovic,"Bogdanovic, Bojan",2014,Y,0,202711,bojan_bogdanovic,1,BKN,Brooklyn,nets,1610612751,Nets,2018
Muggsy Bogues,"Bogues, Muggsy",1987,Y,0,177,muggsy_bogues,0,,,,0,,2000
Andrew Bogut,"Bogut, Andrew",2005,Y,0,101106,andrew_bogut,1,GSW,Golden State,warriors,1610612744,Warriors,2018
Etdrick Bohannon,"Bohannon, Etdrick",1997,Y,0,1564,etdrick_bohannon,0,,,,0,,2000
Manute Bol,"Bol, Manute",1985,Y,0,76195,HISTADD_manute_bol,0,,,,0,,1994
Jonah Bolden,"Bolden, Jonah",2018,Y,1,1628413,jonah_bolden,0,,,,0,,2018
Bill Bolger,"Bolger, Bill",1953,Y,0,76196,HISTADD_bill_bolger,0,,,,0,,1953
Joel Bolomboy,"Bolomboy, Joel",2016,Y,1,1627762,joel_bolomboy,0,,,,0,,2017
Doug Bolstorff,"Bolstorff, Doug",1957,Y,0,76197,HISTADD_doug_bolstorff,0,,,,0,,1957
George H. Bon Salle,"Bon Salle, George H.",1961,Y,0,76203,HISTADD_george_bonsalle,0,,,,0,,1961
Phil Bond,"Bond, Phil",1977,Y,0,76198,HISTADD_phil_bond,0,,,,0,,1977
Walter Bond,"Bond, Walter",1992,Y,0,1603,walter_bond,0,,,,0,,1994
Dexter Boney,"Boney, Dexter",1996,Y,0,1121,dexter_boney,0,,,,0,,1996
Isaac Bonga,"Bonga, Isaac",2018,Y,1,1629067,isaac_bonga,0,,,,0,,2018
Ron Bonham,"Bonham, Ron",1964,Y,0,76201,HISTADD_ron_bonham,0,,,,0,,1965
Anthony Bonner,"Bonner, Anthony",1990,Y,0,41,anthony_bonner,0,,,,0,,2002
Matt Bonner,"Bonner, Matt",2004,Y,0,2588,matt_bonner,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
Devin Booker,"Booker, Devin",2015,Y,0,1626164,devin_booker,1,PHX,Phoenix,suns,1610612756,Suns,2018
Melvin Booker,"Booker, Melvin",1995,Y,0,511,melvin_booker,0,,,,0,,1996
Trevor Booker,"Booker, Trevor",2010,Y,0,202344,trevor_booker,1,UTA,Utah,jazz,1610612762,Jazz,2017
Josh Boone,"Boone, Josh",2006,Y,1,200767,josh_boone,0,,,,0,,2009
Ron Boone,"Boone, Ron",1976,Y,0,76204,HISTADD_ron_boone,0,,,,0,,1980
Calvin Booth,"Booth, Calvin",1999,Y,0,1916,calvin_booth,0,,,,0,,2008
Keith Booth,"Booth, Keith",1997,Y,0,1522,keith_booth,0,,,,0,,1998
Bob Boozer,"Boozer, Bob",1960,Y,0,76206,HISTADD_bob_boozer,0,,,,0,,1970
Carlos Boozer,"Boozer, Carlos",2002,Y,0,2430,carlos_boozer,0,,,,0,,2014
Curtis Borchardt,"Borchardt, Curtis",2002,Y,0,2414,curtis_borchardt,0,,,,0,,2004
Jake Bornheimer,"Bornheimer, Jake",1948,Y,0,76207,HISTADD_jake_bornheimer,0,,,,0,,1949
Lazaro Borrell,"Borrell, Lazaro",1999,Y,0,1953,lazaro_borrell,0,,,,0,,1999
Costic Borsavage,"Borsavage, Costic",1950,Y,0,76209,HISTADD_ike_borsavage,0,,,,0,,1950
Vince Boryla,"Boryla, Vince",1949,Y,0,76210,HISTADD_moose_boryla,0,,,,0,,1953
Chris Bosh,"Bosh, Chris",2003,Y,0,2547,chris_bosh,1,MIA,Miami,heat,1610612748,Heat,2016
Jim Bostic,"Bostic, Jim",1977,Y,0,76211,HISTADD_jim_bostic,0,,,,0,,1977
Lawrence Boston,"Boston, Lawrence",1979,Y,0,76212,HISTADD_larry_boston,0,,,,0,,1979
Tom Boswell,"Boswell, Tom",1975,Y,0,76213,HISTADD_tom_boswell,0,,,,0,,1983
Chris Boucher,"Boucher, Chris",2017,Y,1,1628449,chris_boucher,0,,,,0,,2018
Ruben Boumtje-Boumtje,"Boumtje-Boumtje, Ruben",2001,Y,1,2257,ruben_boumtje-boumtje,0,,,,0,,2003
Don Boven,"Boven, Don",1949,Y,0,76214,HISTADD_don_boven,0,,,,0,,1952
Cal Bowdler,"Bowdler, Cal",1999,Y,0,1898,cal_bowdler,0,,,,0,,2001
Bruce Bowen,"Bowen, Bruce",1996,Y,0,1477,bruce_bowen,0,,,,0,,2008
Ryan Bowen,"Bowen, Ryan",1999,Y,0,1763,ryan_bowen,0,,,,0,,2009
Anthony Bowie,"Bowie, Anthony",1988,Y,0,194,anthony_bowie,0,,,,0,,1997
Sam Bowie,"Bowie, Sam",1984,Y,0,76217,HISTADD_sam_bowie,0,,,,0,,1994
Ira Bowman,"Bowman, Ira",1999,Y,0,1085,ira_bowman,0,,,,0,,2001
Nate Bowman,"Bowman, Nate",1966,Y,0,76219,HISTADD_nate_bowman,0,,,,0,,1970
Donnie Boyce,"Boyce, Donnie",1995,Y,0,671,donnie_boyce,0,,,,0,,1996
Dennis Boyd,"Boyd, Dennis",1978,Y,0,76221,HISTADD_dennis_boyd,0,,,,0,,1978
Fred Boyd,"Boyd, Fred",1972,Y,0,76222,HISTADD_freddie_boyd,0,,,,0,,1977
Ken Boyd,"Boyd, Ken",1974,Y,0,76223,HISTADD_kenny_boyd,0,,,,0,,1974
Earl Boykins,"Boykins, Earl",1998,Y,0,1863,earl_boykins,0,,,,0,,2011
Harry Boykoff,"Boykoff, Harry",1949,Y,0,76224,HISTADD_bighesh_boykoff,0,,,,0,,1950
Winford Boynes,"Boynes, Winford",1978,Y,0,76225,HISTADD_winford_boynes,0,,,,0,,1980
Cedric Bozeman,"Bozeman, Cedric",2006,Y,1,200841,cedric_bozeman,0,,,,0,,2006
Steve Bracey,"Bracey, Steve",1972,Y,0,76226,HISTADD_steve_bracey,0,,,,0,,1974
Craig Brackins,"Brackins, Craig",2010,Y,1,202342,craig_brackins,0,,,,0,,2011
Gary Bradds,"Bradds, Gary",1964,Y,0,76227,HISTADD_tex_bradds,0,,,,0,,1965
Alex Bradley,"Bradley, Alex",1981,Y,0,76228,HISTADD_alex_bradley,0,,,,0,,1981
Alonzo Bradley,"Bradley, Alonzo",1977,Y,0,76229,HISTADD_alonzo_bradley,0,,,,0,,1979
Avery Bradley,"Bradley, Avery",2010,Y,1,202340,avery_bradley,1,BOS,Boston,celtics,1610612738,Celtics,2018
Bill Bradley,"Bradley, Bill",1967,Y,0,76233,HISTADD_bill_bradley,0,,,,0,,1976
Charles Bradley,"Bradley, Charles",1981,Y,0,76230,HISTADD_charles_bradley,0,,,,0,,1983
Dudley Bradley,"Bradley, Dudley",1979,Y,0,76231,HISTADD_dudley_bradley,0,,,,0,,1988
Joe Bradley,"Bradley, Joe",1949,Y,0,76232,HISTADD_joe_bradley,0,,,,0,,1949
Michael Bradley,"Bradley, Michael",2001,Y,0,2214,michael_bradley,0,,,,0,,2005
Shawn Bradley,"Bradley, Shawn",1993,Y,0,762,shawn_bradley,0,,,,0,,2004
Tony Bradley,"Bradley, Tony",2017,Y,1,1628396,tony_bradley,0,,,,0,,2018
Mark Bradtke,"Bradtke, Mark",1996,Y,0,1361,mark_bradtke,0,,,,0,,1996
Marques Bragg,"Bragg, Marques",1995,Y,0,66,marques_bragg,0,,,,0,,1995
Torraye Braggs,"Braggs, Torraye",2003,Y,1,1765,torraye_braggs,0,,,,0,,2004
A.J. Bramlett,"Bramlett, A.J.",1999,Y,0,1920,a.j._bramlett,0,,,,0,,1999
Adrian Branch,"Branch, Adrian",1986,Y,0,76237,HISTADD_adrian_branch,0,,,,0,,1989
Elton Brand,"Brand, Elton",1999,Y,0,1882,elton_brand,1,PHI,Philadelphia,sixers,1610612755,76ers,2015
Terrell Brandon,"Brandon, Terrell",1991,Y,0,210,terrell_brandon,0,,,,0,,2002
Bob Brannum,"Brannum, Bob",1949,Y,0,76238,HISTADD_bob_brannum,0,,,,0,,1954
Brad Branson,"Branson, Brad",1981,Y,0,76239,HISTADD_bradley_branson,0,,,,0,,1982
Jesse Branson,"Branson, Jesse",1965,Y,0,76240,HISTADD_jesse_branson,0,,,,0,,1965
Jim Brasco,"Brasco, Jim",1952,Y,0,76241,HISTADD_jim_brasco,0,,,,0,,1952
Mike Bratz,"Bratz, Mike",1977,Y,0,76242,HISTADD_mike_bratz,0,,,,0,,1985
Carl Braun,"Braun, Carl",1947,Y,0,76243,HISTADD_carl_braun,0,,,,0,,1961
Tim Breaux,"Breaux, Tim",1994,Y,0,160,tim_breaux,0,,,,0,,1997
J.R. Bremer,"Bremer, J.R.",2002,Y,0,2452,j.r._bremer,0,,,,0,,2003
Pete Brennan,"Brennan, Pete",1958,Y,0,76245,HISTADD_pete_brennan,0,,,,0,,1958
Tom Brennan,"Brennan, Tom",1954,Y,0,76246,HISTADD_tom_brennan,0,,,,0,,1954
Randy Breuer,"Breuer, Randy",1983,Y,0,76247,HISTADD_randy_breuer,0,,,,0,,1993
Corey Brewer,"Brewer, Corey",2007,Y,0,201147,corey_brewer,1,HOU,Houston,rockets,1610612745,Rockets,2018
Jamison Brewer,"Brewer, Jamison",2001,Y,1,2249,jamison_brewer,0,,,,0,,2004
Jim Brewer,"Brewer, Jim",1973,Y,0,76248,HISTADD_jim_brewer,0,,,,0,,1981
Ron Brewer,"Brewer, Ron",1978,Y,0,76249,HISTADD_ron_brewer,0,,,,0,,1985
Ronnie Brewer,"Brewer, Ronnie",2006,Y,11,200758,ronnie_brewer,0,,,,0,,2013
Primoz Brezec,"Brezec, Primoz",2001,Y,0,2056,primoz_brezec,0,,,,0,,2009
Frank Brian,"Brian, Frank",1949,Y,0,76250,HISTADD_flash_brian,0,,,,0,,1955
Frank Brickowski,"Brickowski, Frank",1984,Y,0,783,frank_brickowski,0,,,,0,,1996
Junior Bridgeman,"Bridgeman, Junior",1975,Y,0,76252,HISTADD_junior_bridgeman,0,,,,0,,1986
Bill Bridges,"Bridges, Bill",1962,Y,0,76253,HISTADD_bill_bridges,0,,,,0,,1974
Mikal Bridges,"Bridges, Mikal",2018,Y,0,1628969,mikal_bridges,0,,,,0,,2018
Miles Bridges,"Bridges, Miles",2018,Y,0,1628970,miles_bridges,0,,,,0,,2018
Al Brightman,"Brightman, Al",1946,Y,0,76254,HISTADD_al_brightman,0,,,,0,,1946
Audley Brindley,"Brindley, Audley",1946,Y,0,76255,HISTADD_aud_brindley,0,,,,0,,1946
Isaiah Briscoe,"Briscoe, Isaiah",2018,Y,1,1628515,isaiah_briscoe,0,,,,0,,2018
John Brisker,"Brisker, John",1972,Y,0,76256,HISTADD_john_brisker,0,,,,0,,1974
Allan Bristow,"Bristow, Allan",1973,Y,0,76257,HISTADD_allan_bristow,0,,,,0,,1982
Tyrone Britt,"Britt, Tyrone",1967,Y,0,76258,HISTADD_tyrone_britt,0,,,,0,,1967
Wayman Britt,"Britt, Wayman",1977,Y,0,76259,HISTADD_wayman_britt,0,,,,0,,1977
Mike Brittain,"Brittain, Mike",1985,Y,0,76260,HISTADD_mike_brittain,0,,,,0,,1986
David Britton,"Britton, David",1980,Y,0,76261,HISTADD_david_britton,0,,,,0,,1980
Jon Brockman,"Brockman, Jon",2009,Y,0,201972,jon_brockman,0,,,,0,,2011
Ryan Broekhoff,"Broekhoff, Ryan",2018,Y,0,1629151,ryan_broekhoff,0,,,,0,,2018
Jim Brogan,"Brogan, Jim",1981,Y,0,76262,HISTADD_jim_brogan,0,,,,0,,1982
Malcolm Brogdon,"Brogdon, Malcolm",2016,Y,0,1627763,malcolm_brogdon,0,,,,0,,2018
Gary Brokaw,"Brokaw, Gary",1974,Y,0,76263,HISTADD_dupp_gary_brokaw,0,,,,0,,1977
Price Brookfield,"Brookfield, Price",1948,Y,0,76264,HISTADD_price_brookfield,0,,,,0,,1949
Aaron Brooks,"Brooks, Aaron",2007,Y,1,201166,aaron_brooks,1,CHI,Chicago,bulls,1610612741,Bulls,2017
Dillon Brooks,"Brooks, Dillon",2017,Y,0,1628415,dillon_brooks,0,,,,0,,2018
Kevin Brooks,"Brooks, Kevin",1991,Y,0,76265,HISTADD_kevin_brooks,0,,,,0,,1993
MarShon Brooks,"Brooks, MarShon",2011,Y,1,202705,marshon_brooks,0,,,,0,,2018
Michael Brooks,"Brooks, Michael",1980,Y,0,76266,HISTADD_michael_brooks,0,,,,0,,1987
Scott Brooks,"Brooks, Scott",1988,Y,0,418,scott_brooks,0,,,,0,,1997
Andre Brown,"Brown, Andre",2006,Y,1,2810,andre_brown,0,,,,0,,2008
Anthony Brown,"Brown, Anthony",2015,Y,11,1626148,anthony_brown,1,LAL,Los Angeles,lakers,1610612747,Lakers,2017
Bob Brown,"Brown, Bob",1948,Y,0,76284,HISTADD_bob_brown,0,,,,0,,1949
Bobby Brown,"Brown, Bobby",2008,Y,0,201628,bobby_brown,0,,,,0,,2017
Bruce Brown,"Brown, Bruce",2018,Y,1,1628971,tmp_bruce_brown,0,,,,0,,2018
Chucky Brown,"Brown, Chucky",1989,Y,0,359,chucky_brown,0,,,,0,,2001
Damone Brown,"Brown, Damone",2001,Y,1,2245,damone_brown,0,,,,0,,2004
Darrell Brown,"Brown, Darrell",1948,Y,0,76270,HISTADD_darrell_brown,0,,,,0,,1948
Dee Brown,"Brown, Dee",1990,Y,0,244,dee_brown,0,,,,0,,2001
Dee Brown,"Brown, Dee",2006,Y,0,200793,dee_brown,0,,,,0,,2008
Derrick Brown,"Brown, Derrick",2009,Y,0,201974,derrick_brown,0,,,,0,,2011
Devin Brown,"Brown, Devin",2002,Y,1,2484,devin_brown,0,,,,0,,2009
Ernest Brown,"Brown, Ernest",2001,Y,0,2081,ernest_brown,0,,,,0,,2003
Fred Brown,"Brown, Fred",1971,Y,0,76272,HISTADD_fred_brown,0,,,,0,,1983
George Brown,"Brown, George",1957,Y,0,76273,HISTADD_george_brown,0,,,,0,,1957
Gerald Brown,"Brown, Gerald",1998,Y,0,1871,gerald_brown,0,,,,0,,1998
Harold Brown,"Brown, Harold",1946,Y,0,76275,HISTADD_brownie_brown,0,,,,0,,1946
Jabari Brown,"Brown, Jabari",2014,Y,11,203913,jabari_brown,0,,,,0,,2014
Jaylen Brown,"Brown, Jaylen",2016,Y,0,1627759,jaylen_brown,0,,,,0,,2018
John Brown,"Brown, John",1973,Y,0,76276,HISTADD_john_brown,0,,,,0,,1979
Kedrick Brown,"Brown, Kedrick",2001,Y,1,2208,kedrick_brown,0,,,,0,,2004
Kwame Brown,"Brown, Kwame",2001,Y,0,2198,kwame_brown,0,,,,0,,2012
Leon Brown,"Brown, Leon",1946,Y,0,76278,HISTADD_stretch_brown,0,,,,0,,1946
Lewis Brown,"Brown, Lewis",1980,Y,0,76279,HISTADD_lewis_brown,0,,,,0,,1980
Lorenzo Brown,"Brown, Lorenzo",2013,Y,11,203485,lorenzo_brown,1,DET,Detroit,pistons,1610612765,Pistons,2018
Marcus Brown,"Brown, Marcus",1996,Y,0,992,marcus_brown,0,,,,0,,1999
Markel Brown,"Brown, Markel",2014,Y,1,203900,markel_brown,1,BKN,Brooklyn,nets,1610612751,Nets,2017
Mike Brown,"Brown, Mike",1986,Y,0,1479,mike_brown,0,,,,0,,1997
Myron Brown,"Brown, Myron",1991,Y,0,76277,HISTADD_myron_brown,0,,,,0,,1991
P.J. Brown,"Brown, P.J.",1993,Y,0,136,p.j._brown,0,,,,0,,2007
Randy Brown,"Brown, Randy",1991,Y,0,753,randy_brown,0,,,,0,,2002
Raymond Brown,"Brown, Raymond",1989,Y,0,76282,HISTADD_raymond_brown,0,,,,0,,1989
Rickey Brown,"Brown, Rickey",1980,Y,0,76283,HISTADD_rickey_brown,0,,,,0,,1984
Roger Brown,"Brown, Roger",1972,Y,0,76286,HISTADD_roger_brown,0,,,,0,,1979
Shannon Brown,"Brown, Shannon",2006,Y,1,200769,shannon_brown,0,,,,0,,2014
Stan Brown,"Brown, Stan",1947,Y,0,76285,HISTADD_stan_brown,0,,,,0,,1951
Sterling Brown,"Brown, Sterling",2017,Y,1,1628425,sterling_brown,0,,,,0,,2018
Tierre Brown,"Brown, Tierre",2001,Y,1,2357,tierre_brown,0,,,,0,,2004
Tony Brown,"Brown, Tony",1984,Y,0,76268,HISTADD_tony_brown,0,,,,0,,1991
Troy Brown Jr.,"Brown Jr., Troy",2018,Y,1,1628972,troy_brown_jr,0,,,,0,,2018
Jim Browne,"Browne, Jim",1948,Y,0,76287,HISTADD_jim_browne,0,,,,0,,1949
Stanley Brundy,"Brundy, Stanley",1989,Y,0,76288,HISTADD_marla_brumfield,0,,,,0,,1989
Jalen Brunson,"Brunson, Jalen",2018,Y,0,1628973,jalen_brunson,0,,,,0,,2018
Rick Brunson,"Brunson, Rick",1997,Y,0,1594,rick_brunson,0,,,,0,,2005
Nicolas Brussino,"Brussino, Nicolas",2016,Y,1,1627852,nicolas_brussino,0,,,,0,,2017
Emmette Bryant,"Bryant, Emmette",1964,Y,0,76289,HISTADD_emmette_bryant,0,,,,0,,1971
Joe Bryant,"Bryant, Joe",1975,Y,0,76290,HISTADD_joe_bryant,0,,,,0,,1982
